"","N","perc.run","posdet","prev","mean.load"
"ae_hyd",1346,0.83343653250774,0,0,NaN
"ae_sal",1569,0.971517027863777,0,0,NaN
"arena1",241,0.14922600619195,2,0.00829875518672199,6497.24798264
"arena2",550,0.340557275541796,62,0.112727272727273,171842.337590433
"ascv",236,0.146130030959752,0,0,NaN
"aspv",99,0.0613003095975232,0,0,NaN
"Bafini_b",0,0,0,NaN,NaN
"c_b_cys",1571,0.972755417956656,1378,0.877148313176321,8929.33616402346
"ce_sha",1571,0.972755417956656,50,0.0318268618714195,12.6128520584
"Circo.virus",385,0.238390092879257,6,0.0155844155844156,621115.582074337
"cov",235,0.145510835913313,2,0.00851063829787234,15.593152835
"cr_sal",1569,0.971517027863777,1,0.000637348629700446,1070.339252
"ctv",240,0.148606811145511,0,0,NaN
"de_sal",1571,0.972755417956656,24,0.0152768936982813,6509.80724040242
"fa_mar",1571,0.972755417956656,1,0.00063653723742839,0.00280546
"fl_psy",1571,0.972755417956656,174,0.11075747931254,30607.1295037062
"gy_sal",1346,0.83343653250774,0,0,NaN
"Hantavirus",0,0,0,NaN,NaN
"ic_hof",1571,0.972755417956656,37,0.0235518777848504,64.2942664025946
"ic_mul",1571,0.972755417956656,586,0.373010821133036,61.8190026647594
"IcD",385,0.238390092879257,218,0.566233766233766,24679.3137031268
"ihnv",1571,0.972755417956656,6,0.00381922342457034,6090.00999353183
"ipnv",1346,0.83343653250774,0,0,NaN
"isav7",1346,0.83343653250774,0,0,NaN
"isav8",1346,0.83343653250774,0,0,NaN
"ku_thy",1571,0.972755417956656,1,0.00063653723742839,0.181890509
"lo_sal",1571,0.972755417956656,22,0.0140038192234246,7977.10459674545
"mitov",239,0.147987616099071,0,0,NaN
"mo_vis",1247,0.772136222910217,0,0,NaN
"my_arc",1570,0.972136222910217,914,0.582165605095541,490773.489639056
"my_cer",99,0.0613003095975232,0,0,NaN
"my_ins",1571,0.972755417956656,0,0,NaN
"na_sal",1571,0.972755417956656,1,0.00063653723742839,0.267228172
"ne_per",1537,0.951702786377709,0,0,NaN
"Nido2_a",0,0,0,NaN,NaN
"nu_sal",352,0.217956656346749,1,0.00284090909090909,0.149153912
"omv",1346,0.83343653250774,0,0,NaN
"ortho",233,0.144272445820433,0,0,NaN
"pa_kab",1571,0.972755417956656,18,0.011457670273711,107.011774222611
"pa_min",1571,0.972755417956656,169,0.107574793125398,2151.32455715185
"pa_pse",1571,0.972755417956656,14,0.00891152132399745,2897.50642333786
"pa_ther",1570,0.972136222910217,22,0.0140127388535032,562.020395140182
"pch_sal",1562,0.9671826625387,4,0.00256081946222791,50023.370706655
"Picorna2_virus",385,0.238390092879257,1,0.0025974025974026,142.5103569
"pisck_sal",1571,0.972755417956656,0,0,NaN
"pmcv",1345,0.8328173374613,0,0,NaN
"prv",1571,0.972755417956656,5,0.00318268618714195,0.1407270788
"pspv",1571,0.972755417956656,781,0.497135582431572,18238.608724617
"Qin",385,0.238390092879257,21,0.0545454545454545,104.74514140381
"re_sal",1571,0.972755417956656,1,0.00063653723742839,7.732412748
"reov",238,0.147368421052632,0,0,NaN
"Rhabdo3_virus",385,0.238390092879257,3,0.00779220779220779,413882.611000673
"rlo",1571,0.972755417956656,128,0.0814767663908339,16.6567350670625
"Salmovirus",0,0,0,NaN,NaN
"sav",1346,0.83343653250774,0,0,NaN
"sch",1571,0.972755417956656,6,0.00381922342457034,0.651076996166667
"SGPV",135,0.0835913312693498,0,0,NaN
"smallUK",241,0.14922600619195,3,0.012448132780083,0.603211315
"sp_des",1571,0.972755417956656,46,0.0292807129217059,367.740563011609
"sp_sal",1346,0.83343653250774,0,0,NaN
"te_bry",1571,0.972755417956656,44,0.0280076384468491,329.566068890977
"te_mar",1472,0.911455108359133,4,0.00271739130434783,146.97042002
"toti",237,0.146749226006192,0,0,NaN
"ven",1571,0.972755417956656,5,0.00318268618714195,1.5591320458
"ver",1571,0.972755417956656,1,0.00063653723742839,3.919679757
